,LinUCB,,,,"LinUCB+stdev,cluster","LinUCB+stdev,cluster+CBF"
1.13202,1.1699,0.04941,,,1.20523,1.25032
1.13204,1.16996,0.0494,,,1.20515,1.25028
1.13205,1.16993,0.04939,,,1.20522,1.25046
1.13207,1.16988,0.04939,,,1.20523,1.25059
1.13209,1.16964,0.04937,,,1.20537,1.25062
1.13211,1.16957,0.04937,,,1.20569,1.25059
1.13213,1.16934,0.04936,,,1.20567,1.2504
1.13214,1.16925,0.04935,,,1.20563,1.25058
1.13216,1.16939,0.04934,,,1.20565,1.25073
1.13218,1.1693,0.04934,,,1.20569,1.25059
1.1322,1.16927,0.04933,,,1.20581,1.25086
1.13222,1.16937,0.04934,,,1.20593,1.25083
1.13223,1.16934,0.04933,,,1.20609,1.25077
1.13225,1.16924,0.04933,,,1.20604,1.2508
1.13227,1.16924,0.04932,,,1.20621,1.2506
1.13229,1.16927,0.04932,,,1.20595,1.25067
1.1323,1.16923,0.04931,,,1.2061,1.25044
1.13232,1.16911,0.04931,,,1.20604,1.25064
1.13234,1.16913,0.04929,,,1.20619,1.25018
1.13236,1.16913,0.0493,,,1.20618,1.25056
1.13238,1.1693,0.0493,,,1.2062,1.25102
1.13239,1.16911,0.04929,,,1.20621,1.25086
1.13241,1.16906,0.04928,,,1.20618,1.25085
1.13243,1.16907,0.04928,,,1.2064,1.2508
1.13245,1.16918,0.04927,,,1.20645,1.25087
1.13246,1.16901,0.04927,,,1.20671,1.25072
1.13248,1.16915,0.04926,,,1.20679,1.25086
1.1325,1.16932,0.04927,,,1.20703,1.25134
1.13252,1.16933,0.04926,,,1.20678,1.25123
1.13253,1.1693,0.04926,,,1.20682,1.25104
1.13255,1.16942,0.04926,,,1.20685,1.25122
1.13257,1.16936,0.04926,,,1.20681,1.25134
1.13259,1.16955,0.04926,,,1.20673,1.25125
1.1326,1.16935,0.04925,,,1.20659,1.25121
1.13262,1.16903,0.04924,,,1.20664,1.25119
1.13264,1.16919,0.04923,,,1.2066,1.25109
1.13266,1.16897,0.04922,,,1.20661,1.251
1.13267,1.16898,0.04923,,,1.20668,1.25113
1.13269,1.16925,0.04923,,,1.20689,1.25144
1.13271,1.16922,0.04923,,,1.20702,1.25141
1.13273,1.16918,0.04923,,,1.20672,1.25122
1.13274,1.16924,0.04922,,,1.20662,1.25138
1.13276,1.16932,0.04923,,,1.2066,1.25157
1.13278,1.16928,0.04921,,,1.20645,1.2513
1.13279,1.16922,0.04921,,,1.20652,1.25143
1.13281,1.16919,0.04921,,,1.20652,1.25146
1.13283,1.1692,0.04921,,,1.20667,1.25147
1.13285,1.16923,0.0492,,,1.20653,1.25135
1.13286,1.16929,0.0492,,,1.20667,1.2513
1.13288,1.16921,0.0492,,,1.20664,1.25121
1.1329,1.16903,0.0492,,,1.20638,1.2512
1.13291,1.16907,0.0492,,,1.20633,1.25099
1.13293,1.16909,0.0492,,,1.20659,1.25127
1.13295,1.16909,0.04919,,,1.20645,1.25137
1.13297,1.16927,0.04919,,,1.20654,1.25155
1.13298,1.16945,0.04919,,,1.20671,1.25142
1.133,1.16918,0.04918,,,1.20666,1.25137
1.13302,1.16902,0.04917,,,1.20681,1.25173
1.13303,1.16938,0.0492,,,1.20671,1.25181
1.13305,1.16978,0.0492,,,1.20679,1.25192
1.13307,1.16964,0.04919,,,1.20687,1.25196
1.13309,1.16943,0.04919,,,1.20685,1.25201
1.1331,1.16929,0.04918,,,1.20707,1.25198
1.13312,1.16952,0.04918,,,1.20716,1.25189
1.13314,1.16949,0.04918,,,1.20696,1.25177
1.13315,1.16965,0.04918,,,1.20702,1.25225
1.13317,1.16963,0.04917,,,1.20697,1.25222
1.13319,1.16953,0.04916,,,1.20709,1.2524
1.13321,1.16956,0.04916,,,1.20706,1.25258
1.13322,1.16951,0.04915,,,1.20718,1.25251
1.13324,1.16961,0.04915,,,1.2072,1.25264
1.13326,1.1694,0.04914,,,1.2073,1.25271
1.13327,1.16959,0.04915,,,1.20708,1.2526
1.13329,1.16978,0.04914,,,1.20725,1.25253
1.13331,1.16974,0.04914,,,1.20719,1.25249
1.13332,1.16995,0.04915,,,1.20731,1.25277
1.13334,1.1701,0.04915,,,1.20735,1.25275
1.13336,1.17013,0.04915,,,1.20727,1.25281
1.13338,1.16984,0.04913,,,1.2073,1.25289
1.13339,1.17004,0.04914,,,1.2072,1.25302
1.13341,1.17,0.04914,,,1.20718,1.25276
1.13343,1.17011,0.04914,,,1.20738,1.25293
1.13344,1.16993,0.04913,,,1.20729,1.25278
1.13346,1.16992,0.04913,,,1.20729,1.25308
1.13348,1.17015,0.04914,,,1.20734,1.25304
1.1335,1.17031,0.04913,,,1.20714,1.25288
1.13351,1.17036,0.04913,,,1.20715,1.2531
1.13353,1.17028,0.04912,,,1.20718,1.25297
1.13355,1.17052,0.04913,,,1.20729,1.25315
1.13356,1.17045,0.04913,,,1.20739,1.25363
1.13358,1.1704,0.04912,,,1.20743,1.25325
1.1336,1.17035,0.04911,,,1.20741,1.25354
1.13361,1.1703,0.04911,,,1.20749,1.25347
1.13363,1.17033,0.04911,,,1.20728,1.25319
1.13365,1.17031,0.0491,,,1.20723,1.25285
1.13367,1.17027,0.04909,,,1.2072,1.25296
1.13368,1.17019,0.04909,,,1.20725,1.25287
1.1337,1.17008,0.04908,,,1.20751,1.2525
1.13372,1.1699,0.04908,,,1.2078,1.25265
1.13373,1.16998,0.04907,,,1.20812,1.25274
1.13375,1.17009,0.04908,,,1.20815,1.25282
1.13377,1.1702,0.04908,,,1.20796,1.25289
1.13378,1.17027,0.04908,,,1.20798,1.25286
1.1338,1.17027,0.04907,,,1.20795,1.25288
1.13382,1.17023,0.04906,,,1.20837,1.25279
1.13383,1.1702,0.04906,,,1.20843,1.25284
1.13385,1.17014,0.04905,,,1.20894,1.2531
1.13387,1.1701,0.04905,,,1.20897,1.25296
1.13388,1.17007,0.04905,,,1.20909,1.25285
1.1339,1.16996,0.04904,,,1.20894,1.25267
1.13392,1.16986,0.04903,,,1.20901,1.2527
1.13393,1.16993,0.04903,,,1.20889,1.25272
1.13395,1.16991,0.04902,,,1.20888,1.25271
1.13397,1.16974,0.04902,,,1.20904,1.25268
1.13398,1.16979,0.04902,,,1.20883,1.25264
1.134,1.16979,0.04901,,,1.20881,1.25242
1.13402,1.16974,0.049,,,1.20868,1.25273
1.13403,1.16974,0.049,,,1.20866,1.25263
1.13405,1.1698,0.049,,,1.2084,1.25228
1.13406,1.16971,0.04898,,,1.20838,1.25265
1.13408,1.1697,0.04898,,,1.20854,1.2528
1.1341,1.16963,0.04897,,,1.20874,1.25286
1.13411,1.16958,0.04896,,,1.2087,1.25302
1.13413,1.16952,0.04897,,,1.20849,1.25295
1.13415,1.16976,0.04896,,,1.20839,1.25278
1.13416,1.16987,0.04897,,,1.20878,1.25256
1.13418,1.17007,0.04896,,,1.20887,1.25282
1.1342,1.17008,0.04896,,,1.20873,1.2528
1.13421,1.1701,0.04897,,,1.20869,1.25251
1.13423,1.17024,0.04896,,,1.2088,1.25285
1.13424,1.17013,0.04896,,,1.20881,1.25288
1.13426,1.17028,0.04896,,,1.20877,1.25302
1.13428,1.17046,0.04896,,,1.20894,1.25285
1.13429,1.17033,0.04896,,,1.20911,1.25288
1.13431,1.17024,0.04895,,,1.20924,1.25274
1.13433,1.16999,0.04894,,,1.20902,1.25261
1.13434,1.17023,0.04894,,,1.20894,1.25244
1.13436,1.17012,0.04893,,,1.20901,1.25239
1.13437,1.16998,0.04892,,,1.20895,1.25227
1.13439,1.16984,0.04892,,,1.20926,1.25214
1.13441,1.16997,0.04892,,,1.20942,1.25222
1.13442,1.16999,0.04891,,,1.20937,1.25212
1.13444,1.1699,0.0489,,,1.2095,1.25206
1.13446,1.16994,0.0489,,,1.20951,1.2517
1.13447,1.16993,0.04889,,,1.20966,1.25211
1.13449,1.16986,0.04889,,,1.20954,1.25203
1.1345,1.16986,0.04888,,,1.20939,1.25226
1.13452,1.16996,0.04889,,,1.20909,1.2521
1.13454,1.17012,0.04889,,,1.20933,1.2522
1.13455,1.17011,0.0489,,,1.2094,1.25212
1.13457,1.17037,0.0489,,,1.20926,1.25197
1.13458,1.17028,0.04888,,,1.20909,1.25199
1.1346,1.17011,0.04888,,,1.20909,1.2521
1.13462,1.17001,0.04887,,,1.20915,1.25194
1.13463,1.17009,0.04887,,,1.20901,1.25221
1.13465,1.17005,0.04887,,,1.2091,1.2525
1.13466,1.17021,0.04887,,,1.20909,1.2528
1.13468,1.17017,0.04886,,,1.20915,1.25254
1.1347,1.17017,0.04885,,,1.20922,1.25272
1.13471,1.17031,0.04885,,,1.20931,1.25258
1.13473,1.17048,0.04886,,,1.20934,1.25265
1.13474,1.17067,0.04886,,,1.20953,1.25252
1.13476,1.17072,0.04886,,,1.20945,1.25252
1.13478,1.17069,0.04886,,,1.20961,1.25254
1.13479,1.17104,0.04888,,,1.2098,1.25247
1.13481,1.17132,0.04888,,,1.20978,1.25276
1.13483,1.17126,0.04887,,,1.20981,1.2528
1.13484,1.17127,0.04887,,,1.20974,1.25325
1.13486,1.17125,0.04886,,,1.20978,1.2531
1.13487,1.17116,0.04885,,,1.20988,1.25345
1.13489,1.17109,0.04885,,,1.20991,1.25345
1.13491,1.17102,0.04884,,,1.21032,1.25394
1.13492,1.17095,0.04883,,,1.21018,1.25403
1.13494,1.17082,0.04882,,,1.21017,1.25392
1.13495,1.17067,0.04881,,,1.21006,1.25368
1.13497,1.17056,0.04881,,,1.21006,1.25353
1.13499,1.17031,0.04879,,,1.20996,1.2535
1.135,1.17015,0.04878,,,1.20975,1.25346
1.13502,1.17006,0.04878,,,1.20978,1.25337
1.13503,1.16984,0.04876,,,1.20995,1.25363
1.13505,1.16986,0.04876,,,1.21016,1.25374
1.13506,1.16968,0.04874,,,1.20981,1.2537
1.13508,1.16964,0.04874,,,1.21018,1.25373
1.13509,1.16957,0.04873,,,1.21017,1.25363
1.13511,1.16963,0.04874,,,1.21016,1.2537
1.13513,1.1698,0.04873,,,1.21002,1.2538
1.13514,1.16982,0.04873,,,1.21016,1.25393
1.13516,1.17001,0.04874,,,1.21016,1.2542
1.13517,1.17031,0.04875,,,1.21046,1.25431
1.13519,1.17028,0.04875,,,1.21037,1.25444
1.1352,1.17052,0.04875,,,1.21038,1.25422
1.13522,1.17044,0.04874,,,1.21041,1.25429
1.13523,1.17045,0.04874,,,1.21043,1.25406
1.13525,1.17029,0.04873,,,1.21048,1.25401
1.13527,1.17016,0.04872,,,1.21024,1.25374
1.13528,1.17013,0.04872,,,1.21046,1.25391
1.1353,1.17031,0.04871,,,1.21042,1.25386
1.13531,1.17037,0.04871,,,1.21052,1.25408
1.13533,1.17057,0.04872,,,1.21063,1.25391
1.13534,1.17071,0.04871,,,1.21064,1.25394
1.13536,1.17066,0.04871,,,1.21061,1.25398
1.13537,1.17061,0.0487,,,1.21069,1.25419
1.13539,1.1706,0.0487,,,1.21049,1.25419
1.1354,1.17071,0.0487,,,1.2104,1.25431
1.13542,1.1706,0.04869,,,1.2104,1.25408
1.13544,1.17058,0.04868,,,1.21053,1.25408
1.13545,1.17062,0.04867,,,1.21052,1.25436
1.13547,1.1706,0.04867,,,1.21065,1.25391
1.13548,1.17074,0.04868,,,1.21037,1.25399
1.1355,1.17091,0.04866,,,1.21041,1.25387
1.13551,1.17071,0.04867,,,1.21036,1.25384
1.13553,1.1709,0.04867,,,1.21043,1.25382
1.13554,1.17089,0.04867,,,1.21032,1.25369
1.13556,1.171,0.04865,,,1.21002,1.25387
1.13558,1.17079,0.04865,,,1.20995,1.25387
1.13559,1.17074,0.04865,,,1.20991,1.25388
1.13561,1.17076,0.04863,,,1.20999,1.25437
1.13562,1.17069,0.04863,,,1.20986,1.2545
1.13564,1.17057,0.04863,,,1.20992,1.25475
1.13565,1.17084,0.04864,,,1.2101,1.25482
1.13567,1.17085,0.04862,,,1.21011,1.25485
1.13568,1.17086,0.04861,,,1.21018,1.25494
1.1357,1.17068,0.0486,,,1.21048,1.2547
1.13571,1.17071,0.0486,,,1.2105,1.25482
1.13573,1.17067,0.04858,,,1.21046,1.25494
1.13574,1.17062,0.04858,,,1.21033,1.2551
1.13576,1.17065,0.04857,,,1.21045,1.25481
1.13577,1.1705,0.04857,,,1.21034,1.25505
1.13579,1.17076,0.04856,,,1.21035,1.25522
1.13581,1.17057,0.04856,,,1.21044,1.25502
1.13582,1.17056,0.04856,,,1.21035,1.25501
1.13584,1.17062,0.04855,,,1.21023,1.25492
1.13585,1.17085,0.04855,,,1.21026,1.25488
1.13587,1.17077,0.04854,,,1.21039,1.25487
1.13588,1.17093,0.04854,,,1.21064,1.25464
1.1359,1.17091,0.04854,,,1.21056,1.25465
1.13591,1.17089,0.04853,,,1.21049,1.25473
1.13593,1.17094,0.04852,,,1.2106,1.25481
1.13594,1.17083,0.04852,,,1.2106,1.25445
1.13596,1.17094,0.04851,,,1.21063,1.25473
1.13597,1.17073,0.04849,,,1.21048,1.25425
1.13599,1.17056,0.04848,,,1.21025,1.25428
1.136,1.17043,0.04847,,,1.21037,1.25431
1.13602,1.17052,0.04848,,,1.2102,1.25421
1.13603,1.17058,0.04847,,,1.21004,1.2544
1.13605,1.17035,0.04845,,,1.21013,1.25448
1.13606,1.17037,0.04845,,,1.21002,1.25439
1.13608,1.17038,0.04844,,,1.21019,1.25442
1.13609,1.17045,0.04844,,,1.20997,1.25471
1.13611,1.17043,0.04843,,,1.21,1.25479
1.13612,1.17047,0.04843,,,1.20977,1.25451
1.13614,1.17066,0.04844,,,1.21002,1.2546
1.13615,1.17069,0.04842,,,1.21027,1.25445
1.13617,1.17059,0.04842,,,1.21026,1.25461
1.13618,1.17067,0.04842,,,1.21031,1.25454
1.1362,1.17072,0.04841,,,1.21053,1.25449
1.13621,1.17056,0.0484,,,1.21068,1.25429
1.13622,1.17042,0.04839,,,1.21053,1.25432
1.13624,1.17034,0.04838,,,1.21027,1.25415
1.13625,1.17025,0.04837,,,1.21027,1.25414
1.13627,1.17025,0.04836,,,1.21034,1.25412
1.13628,1.17021,0.04835,,,1.21002,1.2541
1.1363,1.17021,0.04834,,,1.21016,1.25415
1.13631,1.1703,0.04834,,,1.2101,1.25407
1.13633,1.17018,0.04833,,,1.21,1.25418
1.13634,1.17028,0.04833,,,1.21016,1.25406
1.13636,1.17034,0.04833,,,1.21017,1.25402
1.13637,1.17032,0.04834,,,1.2101,1.25379
1.13639,1.17056,0.04832,,,1.21028,1.25395
1.1364,1.17039,0.04832,,,1.21038,1.25405
1.13641,1.17041,0.04831,,,1.21041,1.25405
1.13643,1.17031,0.0483,,,1.21063,1.25412
1.13644,1.17041,0.0483,,,1.2105,1.25421
1.13646,1.17048,0.04829,,,1.21065,1.2544
1.13647,1.1704,0.04828,,,1.2104,1.25429
1.13649,1.17033,0.04827,,,1.21037,1.25437
