,LinUCB,,,,"LinUCB+stdev,cluster","LinUCB+stdev,cluster+CBF"
1.09425,1.16917,0.04886,,,1.22415,1.18127
1.09432,1.16968,0.04886,,,1.22368,1.18169
1.09439,1.16979,0.04888,,,1.2238,1.18159
1.09447,1.16992,0.04889,,,1.22436,1.18224
1.09454,1.1703,0.04891,,,1.22449,1.18227
1.09461,1.17051,0.04894,,,1.2241,1.18221
1.09469,1.17111,0.04897,,,1.22428,1.18217
1.09476,1.17151,0.04897,,,1.22427,1.1824
1.09484,1.17119,0.04897,,,1.22436,1.18185
1.09491,1.17143,0.04898,,,1.22451,1.18137
1.09498,1.17145,0.04898,,,1.22387,1.18145
1.09506,1.17118,0.04897,,,1.22373,1.18135
1.09513,1.17118,0.04901,,,1.22353,1.18092
1.0952,1.17153,0.04904,,,1.22344,1.181
1.09528,1.17178,0.04904,,,1.22349,1.18112
1.09535,1.17186,0.04904,,,1.22343,1.18146
1.09542,1.17143,0.04904,,,1.22317,1.18185
1.09549,1.1715,0.04903,,,1.22267,1.1816
1.09557,1.17183,0.04908,,,1.2223,1.18154
1.09564,1.17216,0.0491,,,1.22234,1.18166
1.09571,1.17256,0.0491,,,1.22244,1.18115
1.09579,1.1732,0.04913,,,1.22283,1.18135
1.09586,1.17306,0.04912,,,1.22243,1.18113
1.09593,1.17269,0.04911,,,1.22193,1.18134
1.09601,1.17284,0.04911,,,1.22247,1.1812
1.09608,1.17254,0.04911,,,1.22241,1.18108
1.09615,1.17254,0.04911,,,1.22246,1.18113
1.09622,1.17225,0.04912,,,1.22302,1.18163
1.09629,1.17265,0.04914,,,1.22292,1.18188
1.09637,1.17329,0.04918,,,1.22291,1.18199
1.09644,1.17369,0.0492,,,1.22276,1.18158
1.09651,1.17444,0.04924,,,1.22249,1.182
1.09659,1.17524,0.04928,,,1.22266,1.1827
1.09666,1.17546,0.04928,,,1.22258,1.18289
1.09674,1.17531,0.04928,,,1.22258,1.1832
1.09681,1.17494,0.04928,,,1.22257,1.18362
1.09688,1.17484,0.0493,,,1.2233,1.1842
1.09695,1.17508,0.04929,,,1.22339,1.18424
1.09703,1.17469,0.04928,,,1.22365,1.18405
1.0971,1.17457,0.0493,,,1.22372,1.18408
1.09717,1.17457,0.04929,,,1.22327,1.18423
1.09724,1.17471,0.04929,,,1.22331,1.18455
1.09732,1.17456,0.04929,,,1.22369,1.18427
1.09739,1.17438,0.04928,,,1.2241,1.1842
1.09746,1.17413,0.04928,,,1.22435,1.18406
1.09753,1.17405,0.04931,,,1.2244,1.18395
1.0976,1.17464,0.04932,,,1.22452,1.18399
1.09767,1.1748,0.04933,,,1.22513,1.18386
1.09775,1.17448,0.04932,,,1.22518,1.18423
1.09782,1.17427,0.04932,,,1.22573,1.18471
1.09789,1.17421,0.04931,,,1.2257,1.18432
1.09796,1.17418,0.04933,,,1.22575,1.18494
1.09803,1.17396,0.04933,,,1.22532,1.18474
1.0981,1.17428,0.04936,,,1.22515,1.18515
1.09817,1.17436,0.04937,,,1.22496,1.18555
1.09824,1.17492,0.04941,,,1.22481,1.18565
1.09831,1.175,0.04941,,,1.22498,1.18575
1.09838,1.17512,0.0494,,,1.22501,1.18611
1.09845,1.17497,0.04941,,,1.22476,1.18655
1.09852,1.17485,0.04942,,,1.22459,1.18588
1.09859,1.17489,0.04944,,,1.22432,1.18627
1.09866,1.17528,0.04946,,,1.22421,1.18623
1.09873,1.17507,0.04945,,,1.22428,1.18654
1.0988,1.17508,0.04944,,,1.22396,1.18664
1.09887,1.17502,0.04944,,,1.22369,1.18654
1.09894,1.17492,0.04944,,,1.22351,1.18672
1.09901,1.17499,0.04944,,,1.2234,1.18681
1.09908,1.17528,0.04945,,,1.22308,1.18697
1.09915,1.17516,0.04945,,,1.22306,1.18696
1.09922,1.17514,0.04946,,,1.22291,1.1867
1.09929,1.17468,0.04945,,,1.22314,1.18657
1.09935,1.17463,0.04945,,,1.22268,1.18649
1.09942,1.17465,0.04945,,,1.22275,1.18667
1.09949,1.1744,0.04945,,,1.22259,1.18681
1.09956,1.17431,0.04945,,,1.22263,1.1867
1.09963,1.17416,0.04945,,,1.22301,1.18621
1.09969,1.17412,0.04944,,,1.22292,1.18621
1.09976,1.17375,0.04945,,,1.22298,1.18627
1.09983,1.1736,0.04945,,,1.22261,1.18612
1.09989,1.17296,0.04943,,,1.22273,1.18612
1.09996,1.17288,0.04942,,,1.22298,1.18587
1.10002,1.17238,0.04942,,,1.22286,1.18609
1.10009,1.1727,0.04943,,,1.22278,1.18617
1.10015,1.17267,0.04943,,,1.22252,1.18583
1.10022,1.17242,0.04944,,,1.22291,1.18576
1.10028,1.17241,0.04943,,,1.22304,1.18594
1.10035,1.17212,0.04944,,,1.22277,1.1862
1.10041,1.1727,0.04947,,,1.22246,1.1863
1.10048,1.17262,0.04947,,,1.22192,1.18613
1.10054,1.17243,0.04947,,,1.2213,1.18643
1.1006,1.17224,0.04948,,,1.22105,1.18598
1.10067,1.17274,0.0495,,,1.22027,1.18618
1.10073,1.17289,0.0495,,,1.2207,1.18663
1.1008,1.17266,0.0495,,,1.22023,1.1867
1.10086,1.17221,0.04949,,,1.22019,1.18632
1.10092,1.1722,0.0495,,,1.22016,1.18642
1.10099,1.1725,0.04951,,,1.22034,1.18694
1.10105,1.17235,0.0495,,,1.22021,1.18753
1.10111,1.17239,0.04952,,,1.22032,1.18774
1.10118,1.17259,0.04954,,,1.22026,1.18807
1.10124,1.17287,0.04956,,,1.22011,1.18825
1.1013,1.17328,0.04956,,,1.22024,1.18831
1.10137,1.17303,0.04954,,,1.22059,1.18843
1.10143,1.17289,0.04955,,,1.22129,1.18838
1.10149,1.17272,0.04957,,,1.22158,1.1882
1.10156,1.17281,0.04958,,,1.22181,1.18783
1.10162,1.17266,0.04957,,,1.222,1.18792
1.10168,1.17247,0.04958,,,1.22141,1.18808
1.10174,1.17298,0.04959,,,1.22147,1.18806
1.10181,1.17303,0.04961,,,1.22148,1.18774
1.10187,1.17321,0.04961,,,1.22196,1.18791
1.10193,1.17325,0.04961,,,1.22193,1.18776
1.10199,1.173,0.04962,,,1.22196,1.18761
1.10206,1.17335,0.04962,,,1.22282,1.18762
1.10212,1.17332,0.04964,,,1.22288,1.18715
1.10218,1.17366,0.04965,,,1.22289,1.18697
1.10224,1.1734,0.04964,,,1.2233,1.18677
1.1023,1.17337,0.04964,,,1.22313,1.18644
1.10237,1.17321,0.04964,,,1.2231,1.18613
1.10243,1.17329,0.04966,,,1.22301,1.18584
1.10249,1.17326,0.04967,,,1.22246,1.18576
1.10255,1.17288,0.04964,,,1.22221,1.18583
1.10261,1.17248,0.04964,,,1.22198,1.18578
1.10267,1.17217,0.04963,,,1.22186,1.18558
1.10273,1.17263,0.04967,,,1.2217,1.18601
1.10279,1.17284,0.04967,,,1.22163,1.18645
1.10285,1.17272,0.04967,,,1.22174,1.18675
1.10291,1.17245,0.04965,,,1.22132,1.18666
1.10297,1.17205,0.04966,,,1.22092,1.18646
1.10303,1.17257,0.04967,,,1.22111,1.18644
1.10309,1.1722,0.04968,,,1.2209,1.18669
1.10315,1.17253,0.04967,,,1.22073,1.18671
1.10321,1.17237,0.04967,,,1.22085,1.18683
1.10327,1.17259,0.0497,,,1.22054,1.18728
1.10333,1.17299,0.04971,,,1.22061,1.18742
1.10339,1.17298,0.04971,,,1.2205,1.18744
1.10345,1.173,0.0497,,,1.22014,1.1871
1.10351,1.17264,0.04969,,,1.22013,1.1873
1.10357,1.17267,0.04971,,,1.2203,1.18735
1.10363,1.17328,0.04974,,,1.22045,1.18751
1.10369,1.17335,0.04973,,,1.22071,1.18749
1.10375,1.1732,0.04975,,,1.22065,1.18736
1.10381,1.17312,0.04974,,,1.2206,1.18769
1.10387,1.17343,0.04977,,,1.22046,1.18809
1.10392,1.17361,0.04976,,,1.22078,1.18811
1.10398,1.17336,0.04978,,,1.22074,1.18827
1.10404,1.17364,0.0498,,,1.22099,1.1883
1.1041,1.17392,0.0498,,,1.22121,1.18838
1.10416,1.17394,0.04981,,,1.22128,1.1886
1.10422,1.1741,0.04981,,,1.22117,1.18893
1.10428,1.17386,0.04981,,,1.2216,1.18903
1.10434,1.17371,0.04983,,,1.22136,1.18899
1.1044,1.17418,0.04984,,,1.22123,1.18927
1.10446,1.17432,0.04982,,,1.22106,1.18957
1.10452,1.17417,0.04984,,,1.22094,1.19037
1.10457,1.17415,0.04984,,,1.22094,1.19036
1.10463,1.17399,0.04983,,,1.22065,1.19063
1.10469,1.17333,0.04981,,,1.22083,1.19096
1.10475,1.17376,0.04984,,,1.22052,1.19188
1.10481,1.17371,0.04983,,,1.22086,1.19258
1.10486,1.17363,0.04982,,,1.22059,1.19297
1.10492,1.1731,0.04979,,,1.22064,1.19287
1.10498,1.17282,0.04979,,,1.22101,1.19257
1.10504,1.17286,0.04979,,,1.22113,1.19297
1.10509,1.1728,0.04978,,,1.22084,1.19327
1.10515,1.17257,0.04977,,,1.2206,1.19351
1.1052,1.17214,0.04975,,,1.22039,1.19354
1.10526,1.17194,0.04978,,,1.22037,1.19439
1.10532,1.17195,0.04978,,,1.22037,1.19477
1.10537,1.17181,0.04978,,,1.22005,1.19526
1.10543,1.17181,0.04978,,,1.22056,1.19557
1.10548,1.17177,0.04977,,,1.22111,1.19551
1.10554,1.17145,0.04976,,,1.22077,1.19575
1.10559,1.17154,0.04977,,,1.22098,1.19539
1.10565,1.17162,0.04978,,,1.22091,1.19547
1.1057,1.17188,0.04979,,,1.22113,1.19565
1.10576,1.17182,0.0498,,,1.2211,1.19549
1.10581,1.17189,0.0498,,,1.22152,1.19541
1.10586,1.17152,0.04979,,,1.22143,1.19541
1.10592,1.17124,0.04977,,,1.22141,1.19518
1.10597,1.17086,0.04977,,,1.2213,1.19522
1.10603,1.17073,0.04976,,,1.22095,1.19571
1.10608,1.1706,0.04977,,,1.22079,1.19591
1.10613,1.17095,0.04978,,,1.2206,1.19579
1.10619,1.1708,0.04977,,,1.22063,1.19625
1.10624,1.1706,0.04975,,,1.22058,1.19653
1.10629,1.17003,0.04973,,,1.22009,1.19686
1.10634,1.16986,0.04973,,,1.22007,1.19732
1.10639,1.16911,0.0497,,,1.22005,1.19789
1.10645,1.16902,0.04971,,,1.22004,1.19793
1.1065,1.16878,0.0497,,,1.22016,1.19795
1.10655,1.16891,0.04971,,,1.21994,1.19828
1.1066,1.16913,0.04972,,,1.21961,1.19875
1.10665,1.16927,0.04973,,,1.21945,1.1994
1.1067,1.16933,0.04975,,,1.21932,1.19969
1.10675,1.16927,0.04974,,,1.21917,1.19967
1.1068,1.16911,0.04975,,,1.21948,1.19969
1.10685,1.1689,0.04975,,,1.21958,1.19987
1.1069,1.16887,0.04976,,,1.21959,1.20006
1.10696,1.16885,0.04975,,,1.22,1.20035
1.10701,1.16867,0.04975,,,1.22026,1.2002
1.10706,1.16852,0.04974,,,1.22009,1.20093
1.1071,1.16816,0.04974,,,1.21991,1.20118
1.10715,1.16808,0.04976,,,1.21988,1.2009
1.1072,1.16827,0.04976,,,1.21993,1.20118
1.10725,1.1686,0.04978,,,1.21973,1.20158
1.1073,1.16855,0.04976,,,1.2199,1.20189
1.10735,1.1682,0.04975,,,1.21949,1.20232
1.1074,1.16771,0.04974,,,1.21963,1.20232
1.10745,1.16783,0.04975,,,1.21945,1.20206
1.1075,1.16773,0.04976,,,1.21923,1.20202
1.10755,1.16771,0.04975,,,1.21945,1.2021
1.10759,1.16741,0.04974,,,1.21959,1.20244
1.10764,1.16719,0.04975,,,1.21903,1.20238
1.10769,1.16725,0.04975,,,1.21909,1.20267
1.10774,1.16714,0.04975,,,1.21938,1.20261
1.10779,1.16678,0.04975,,,1.21938,1.20312
1.10783,1.16647,0.04973,,,1.21939,1.20313
1.10788,1.16647,0.04975,,,1.21911,1.20302
1.10793,1.16682,0.04975,,,1.21908,1.20333
1.10797,1.16674,0.04977,,,1.21893,1.20375
1.10802,1.16706,0.04978,,,1.21863,1.20438
1.10807,1.16745,0.04979,,,1.21815,1.20493
1.10812,1.16728,0.04977,,,1.21794,1.20512
1.10816,1.16705,0.04979,,,1.21735,1.20529
1.10821,1.16724,0.0498,,,1.21707,1.20552
1.10826,1.1672,0.04978,,,1.21661,1.20582
1.1083,1.1668,0.04977,,,1.21679,1.20577
1.10835,1.16639,0.04976,,,1.21654,1.2054
1.1084,1.16662,0.04978,,,1.2169,1.205
1.10844,1.16666,0.04976,,,1.21688,1.20529
1.10849,1.16635,0.04976,,,1.2166,1.2057
1.10853,1.16615,0.04977,,,1.21615,1.206
1.10858,1.1661,0.04976,,,1.21626,1.20611
1.10862,1.16578,0.04976,,,1.21653,1.20633
1.10867,1.16566,0.04974,,,1.21655,1.20659
1.10871,1.16531,0.04975,,,1.21661,1.20641
1.10876,1.16564,0.04976,,,1.21685,1.20628
1.1088,1.16603,0.04978,,,1.21712,1.20632
1.10885,1.16625,0.04981,,,1.2169,1.20639
1.10889,1.16662,0.04981,,,1.21699,1.20682
1.10894,1.16644,0.0498,,,1.21732,1.20682
1.10898,1.16634,0.04981,,,1.21776,1.20656
1.10903,1.1666,0.04983,,,1.218,1.20647
1.10908,1.16677,0.04984,,,1.21817,1.20636
1.10912,1.16687,0.04984,,,1.21807,1.20586
1.10917,1.16643,0.04983,,,1.21796,1.20584
1.10921,1.16633,0.04982,,,1.21762,1.20575
1.10925,1.16598,0.04982,,,1.21741,1.20579
1.1093,1.16612,0.04982,,,1.21741,1.20599
1.10934,1.16602,0.04984,,,1.21718,1.206
1.10939,1.16616,0.04985,,,1.21712,1.20585
1.10943,1.16625,0.04985,,,1.21707,1.20616
1.10948,1.16631,0.04985,,,1.21724,1.20628
1.10952,1.16648,0.04987,,,1.21707,1.20667
1.10956,1.16662,0.04987,,,1.21691,1.20693
1.10961,1.16685,0.04989,,,1.21643,1.20732
1.10965,1.16679,0.04988,,,1.21635,1.20736
1.1097,1.16645,0.04988,,,1.2161,1.20701
1.10974,1.16645,0.04987,,,1.21591,1.20757
1.10979,1.16635,0.04988,,,1.21534,1.20789
1.10983,1.1663,0.04988,,,1.21513,1.20805
1.10987,1.16599,0.04985,,,1.21495,1.20818
1.10992,1.16531,0.04984,,,1.21472,1.20905
1.10996,1.16533,0.04985,,,1.21454,1.20898
1.11,1.16511,0.04984,,,1.2146,1.20926
1.11004,1.16469,0.04982,,,1.21438,1.20912
1.11009,1.1646,0.04984,,,1.21436,1.20872
1.11013,1.16452,0.04983,,,1.21441,1.20872
1.11017,1.16432,0.04982,,,1.21463,1.20897
1.11021,1.16424,0.04982,,,1.2142,1.20912
1.11025,1.16393,0.0498,,,1.21388,1.20954
1.11029,1.16381,0.04981,,,1.21393,1.20944
1.11033,1.16421,0.04983,,,1.21405,1.20942
1.11038,1.16411,0.04983,,,1.21417,1.20938
1.11042,1.16411,0.04983,,,1.21439,1.20954
1.11046,1.1641,0.04984,,,1.21391,1.20938
1.1105,1.16413,0.04983,,,1.21364,1.20959
1.11054,1.16393,0.04983,,,1.21342,1.20966
1.11058,1.16363,0.04984,,,1.21295,1.20985
1.11062,1.16373,0.04984,,,1.21255,1.20955
1.11066,1.16363,0.04984,,,1.21256,1.20979
1.1107,1.16338,0.04982,,,1.21269,1.20994
1.11074,1.1632,0.04982,,,1.2125,1.20964
1.11078,1.16314,0.04981,,,1.21238,1.20925
1.11082,1.16324,0.04982,,,1.2126,1.20936
1.11086,1.16347,0.04983,,,1.21276,1.20955
1.1109,1.16312,0.04982,,,1.21274,1.20944
1.11094,1.16258,0.04981,,,1.21224,1.20911
1.11098,1.16226,0.04981,,,1.21202,1.20917
1.11102,1.1622,0.04982,,,1.21208,1.20907
1.11106,1.16259,0.04983,,,1.21192,1.20874
1.1111,1.16269,0.04983,,,1.2118,1.20893
1.11113,1.16266,0.04985,,,1.21164,1.20917
1.11117,1.16286,0.04985,,,1.21154,1.20926
1.11121,1.16289,0.04986,,,1.21112,1.20957
1.11125,1.16345,0.04989,,,1.21183,1.20962
1.11129,1.16353,0.04989,,,1.21208,1.20969
1.11133,1.16364,0.04989,,,1.21161,1.2096
1.11137,1.16297,0.04987,,,1.21091,1.2095
1.11141,1.16299,0.04988,,,1.21091,1.20962
1.11145,1.1631,0.04987,,,1.21078,1.21003
1.11149,1.16277,0.04986,,,1.21075,1.20988
1.11152,1.16266,0.04986,,,1.21071,1.21007
1.11156,1.16264,0.04986,,,1.21097,1.20933
1.1116,1.16293,0.04985,,,1.21084,1.20939
1.11164,1.16274,0.04984,,,1.21062,1.20936
1.11168,1.16247,0.04983,,,1.21025,1.2096
1.11171,1.16228,0.04983,,,1.20961,1.20911
1.11175,1.16225,0.04986,,,1.20938,1.20906
1.11179,1.16233,0.04985,,,1.20965,1.20959
1.11183,1.16257,0.04985,,,1.20935,1.20944
1.11187,1.16244,0.04984,,,1.20907,1.20963
1.1119,1.16225,0.04983,,,1.20903,1.20966
1.11194,1.16235,0.04984,,,1.20924,1.20971
1.11198,1.16266,0.04985,,,1.20927,1.20967
1.11202,1.16277,0.04986,,,1.20908,1.20964
1.11205,1.16285,0.04986,,,1.20928,1.20956
1.11209,1.16282,0.04987,,,1.20914,1.20959
1.11213,1.16306,0.04987,,,1.20911,1.2093
1.11217,1.16298,0.04988,,,1.20924,1.20939
1.1122,1.16293,0.04986,,,1.20914,1.20921
1.11224,1.163,0.04987,,,1.20972,1.20939
1.11228,1.16318,0.04988,,,1.20976,1.20946
1.11232,1.16352,0.0499,,,1.20982,1.20944
1.11235,1.16351,0.04989,,,1.20981,1.2095
1.11239,1.16364,0.04991,,,1.20958,1.20924
1.11243,1.16379,0.04991,,,1.2098,1.20923
1.11247,1.16395,0.0499,,,1.20991,1.20904
1.11251,1.1639,0.04991,,,1.20982,1.20909
1.11254,1.16406,0.04992,,,1.20937,1.20918
1.11258,1.16445,0.04994,,,1.20957,1.20908
1.11262,1.16476,0.04995,,,1.20946,1.20861
1.11266,1.16485,0.04996,,,1.20916,1.20871
1.1127,1.1649,0.04996,,,1.20895,1.20901
1.11274,1.16472,0.04996,,,1.20904,1.20886
1.11277,1.16481,0.04997,,,1.2091,1.20918
1.11281,1.16486,0.04998,,,1.20885,1.20892
1.11285,1.16541,0.05,,,1.20862,1.20917
1.11289,1.1655,0.05001,,,1.20834,1.2091
1.11293,1.16585,0.05002,,,1.20854,1.20923
1.11297,1.16592,0.05002,,,1.20854,1.20928
1.113,1.16624,0.05004,,,1.20835,1.20958
1.11304,1.16626,0.05004,,,1.2083,1.20956
1.11308,1.16625,0.05004,,,1.2084,1.20945
1.11312,1.16615,0.05005,,,1.20856,1.20931
1.11316,1.16637,0.05003,,,1.20867,1.20899
1.1132,1.16608,0.05003,,,1.20856,1.20911
1.11324,1.1663,0.05005,,,1.20871,1.20913
1.11327,1.16636,0.05006,,,1.20857,1.20934
1.11331,1.1667,0.05005,,,1.20846,1.20975
1.11335,1.16641,0.05004,,,1.20854,1.20975
1.11339,1.16614,0.05003,,,1.20819,1.20948
1.11343,1.16597,0.05001,,,1.20809,1.2091
1.11347,1.16572,0.05001,,,1.20807,1.20908
1.1135,1.16568,0.05001,,,1.20807,1.20925
1.11354,1.16536,0.05,,,1.20806,1.20932
1.11358,1.16521,0.04999,,,1.20806,1.20934
1.11361,1.16511,0.04999,,,1.20794,1.2094
1.11365,1.16531,0.05,,,1.2077,1.20921
1.11369,1.16554,0.05001,,,1.20745,1.20923
1.11373,1.16591,0.05002,,,1.20744,1.20889
1.11376,1.16593,0.05001,,,1.20766,1.20912
1.1138,1.1659,0.05001,,,1.20771,1.20941
1.11384,1.16606,0.05001,,,1.20752,1.20941
1.11388,1.16573,0.05,,,1.20779,1.20956
1.11391,1.1656,0.05002,,,1.20798,1.21
1.11395,1.16596,0.05002,,,1.20798,1.21035
1.11399,1.16585,0.05001,,,1.2078,1.21023
1.11402,1.16605,0.05004,,,1.20759,1.21026
1.11406,1.16664,0.05005,,,1.20756,1.21071
1.1141,1.16653,0.05004,,,1.20737,1.21116
1.11414,1.1661,0.05003,,,1.2073,1.21133
1.11417,1.16598,0.05003,,,1.20755,1.21132
1.11421,1.16606,0.05002,,,1.20744,1.21126
1.11425,1.16606,0.05002,,,1.20764,1.2111
1.11428,1.16573,0.05,,,1.20767,1.21139
1.11432,1.1654,0.04999,,,1.20787,1.21169
1.11436,1.1654,0.05,,,1.2079,1.21175
1.11439,1.16574,0.05001,,,1.20767,1.21187
1.11443,1.16556,0.05,,,1.20733,1.21148
1.11447,1.16563,0.04999,,,1.20692,1.21165
1.1145,1.16549,0.05,,,1.20692,1.21168
1.11454,1.16573,0.05,,,1.20723,1.21195
1.11457,1.16577,0.05,,,1.20726,1.21246
1.11461,1.16588,0.05002,,,1.20728,1.21298
1.11465,1.16625,0.05002,,,1.20742,1.2131
1.11468,1.16599,0.05001,,,1.20764,1.2131
1.11472,1.166,0.05004,,,1.20749,1.2129
1.11476,1.1664,0.05006,,,1.20757,1.21253
1.11479,1.16661,0.05004,,,1.208,1.21293
1.11483,1.16669,0.05007,,,1.20835,1.2134
1.11487,1.167,0.05007,,,1.20856,1.21365
1.1149,1.1669,0.05007,,,1.20867,1.21414
1.11494,1.16729,0.05009,,,1.20862,1.21431
1.11498,1.16798,0.05011,,,1.20834,1.21415
1.11501,1.168,0.0501,,,1.20818,1.21389
1.11505,1.16811,0.0501,,,1.20886,1.21392
1.11509,1.16795,0.05011,,,1.20882,1.21401
1.11512,1.16804,0.05011,,,1.20875,1.21418
1.11516,1.16801,0.05011,,,1.20837,1.21424
1.1152,1.16805,0.05011,,,1.20814,1.21408
1.11523,1.16814,0.0501,,,1.20805,1.21401
1.11527,1.16798,0.05011,,,1.20807,1.21434
1.11531,1.16836,0.05012,,,1.20823,1.21457
1.11535,1.16844,0.05012,,,1.20822,1.21442
1.11538,1.1685,0.05012,,,1.20837,1.21404
1.11542,1.16848,0.05012,,,1.20832,1.21381
1.11546,1.16817,0.05012,,,1.20798,1.21385
1.11549,1.16832,0.05011,,,1.20795,1.21414
1.11553,1.16844,0.05013,,,1.20811,1.2142
1.11557,1.16837,0.05011,,,1.20837,1.21403
1.1156,1.16809,0.05009,,,1.2084,1.21405
1.11564,1.16793,0.0501,,,1.20789,1.21377
1.11568,1.16778,0.0501,,,1.20768,1.21349
1.11571,1.16783,0.05008,,,1.20771,1.21388
1.11575,1.16751,0.05009,,,1.20793,1.21366
1.11578,1.16745,0.05009,,,1.20744,1.21363
1.11582,1.16742,0.05007,,,1.20743,1.21389
1.11585,1.16726,0.05007,,,1.20742,1.21383
1.11589,1.16734,0.05008,,,1.20768,1.21354
1.11592,1.16743,0.05007,,,1.2074,1.21335
1.11596,1.16719,0.05007,,,1.2074,1.21346
1.116,1.1673,0.05008,,,1.20783,1.2143
1.11603,1.16735,0.05008,,,1.20794,1.2142
1.11607,1.16702,0.05006,,,1.20783,1.21433
1.1161,1.16683,0.05005,,,1.20788,1.21464
1.11614,1.16683,0.05007,,,1.20788,1.2149
1.11617,1.16694,0.05007,,,1.20775,1.21475
1.1162,1.16699,0.05007,,,1.20769,1.21469
1.11624,1.16718,0.05007,,,1.20785,1.21421
1.11627,1.16703,0.05006,,,1.20788,1.21422
1.11631,1.1669,0.05005,,,1.20798,1.21419
1.11634,1.16677,0.05005,,,1.20736,1.21395
1.11638,1.1669,0.05004,,,1.20745,1.214
1.11641,1.16694,0.05004,,,1.20752,1.21374
1.11645,1.16676,0.05004,,,1.2075,1.21379
1.11648,1.16663,0.05005,,,1.2073,1.21342
1.11652,1.16652,0.05004,,,1.20724,1.21317
1.11655,1.16672,0.05006,,,1.20714,1.21367
1.11658,1.16683,0.05007,,,1.20726,1.21426
1.11662,1.16672,0.05006,,,1.20714,1.21406
1.11665,1.16655,0.05005,,,1.20707,1.21414
1.11669,1.16652,0.05005,,,1.20722,1.21418
1.11672,1.16642,0.05005,,,1.20757,1.21415
1.11675,1.16641,0.05005,,,1.20729,1.21427
1.11679,1.16636,0.05005,,,1.20695,1.21442
1.11682,1.16655,0.05007,,,1.20698,1.2143
1.11685,1.16668,0.05008,,,1.20691,1.21486
1.11689,1.16685,0.05007,,,1.207,1.21514
1.11692,1.16715,0.0501,,,1.20686,1.21523
1.11696,1.16763,0.05011,,,1.20693,1.21566
1.11699,1.16774,0.05012,,,1.20712,1.21605
1.11702,1.16791,0.05012,,,1.20688,1.21643
1.11706,1.16777,0.05012,,,1.20674,1.21609
1.11709,1.16765,0.05013,,,1.20658,1.21604
1.11713,1.16829,0.05016,,,1.20645,1.21615
1.11716,1.16889,0.05017,,,1.20632,1.21599
1.1172,1.16882,0.05016,,,1.20602,1.21573
1.11723,1.16864,0.05016,,,1.20594,1.21575
1.11727,1.16853,0.05016,,,1.206,1.21537
1.1173,1.16832,0.05015,,,1.20624,1.21518
1.11733,1.16831,0.05014,,,1.20626,1.2154
1.11737,1.16818,0.05014,,,1.20623,1.21546
1.1174,1.1681,0.05014,,,1.20593,1.21555
1.11744,1.16814,0.05014,,,1.20595,1.21562
1.11747,1.16813,0.05014,,,1.20562,1.21594
1.1175,1.16802,0.05013,,,1.20541,1.21575
1.11754,1.16792,0.05013,,,1.20522,1.21587
1.11757,1.16764,0.05014,,,1.20525,1.21599
1.1176,1.16793,0.05016,,,1.20524,1.21592
1.11764,1.16807,0.05014,,,1.20518,1.21607
1.11767,1.16795,0.05014,,,1.20512,1.21651
1.1177,1.16772,0.05013,,,1.20497,1.21639
1.11774,1.16747,0.05012,,,1.20508,1.21632
1.11777,1.16771,0.05015,,,1.20491,1.21619
1.1178,1.16782,0.05014,,,1.20464,1.21625
1.11784,1.16825,0.05017,,,1.20456,1.21668
1.11787,1.16811,0.05016,,,1.20445,1.21693
1.1179,1.16799,0.05015,,,1.20451,1.21673
1.11794,1.16807,0.05015,,,1.20423,1.2169
1.11797,1.168,0.05015,,,1.20383,1.21658
1.118,1.1678,0.05013,,,1.20425,1.21657
1.11804,1.16753,0.05013,,,1.2041,1.21637
1.11807,1.16768,0.05014,,,1.20429,1.21649
1.1181,1.16779,0.05014,,,1.204,1.21624
1.11813,1.16794,0.05015,,,1.20416,1.21617
1.11817,1.16769,0.05015,,,1.20412,1.21638
1.1182,1.16787,0.05016,,,1.20452,1.21634
1.11823,1.16786,0.05017,,,1.20481,1.216
1.11826,1.16797,0.05016,,,1.20461,1.21629
1.1183,1.16765,0.05016,,,1.20447,1.21625
1.11833,1.16728,0.05015,,,1.20464,1.21648
1.11836,1.16734,0.05014,,,1.20497,1.21627
1.11839,1.16718,0.05015,,,1.20526,1.21634
1.11843,1.16725,0.05014,,,1.20513,1.21617
1.11846,1.16712,0.05014,,,1.20524,1.21635
1.11849,1.16686,0.05013,,,1.2053,1.21669
1.11852,1.1668,0.05013,,,1.20507,1.21653
1.11855,1.16667,0.05014,,,1.20497,1.21654
1.11858,1.16673,0.05014,,,1.2048,1.21662
1.11861,1.16679,0.05014,,,1.20484,1.21721
1.11865,1.16667,0.05015,,,1.20501,1.21745
1.11868,1.16695,0.05016,,,1.20483,1.21759
1.11871,1.16722,0.05017,,,1.2051,1.21791
1.11874,1.16735,0.05018,,,1.20502,1.21782
1.11877,1.16735,0.05018,,,1.20505,1.21828
1.1188,1.16736,0.05018,,,1.20516,1.21799
1.11884,1.16712,0.05017,,,1.20503,1.21765
1.11887,1.16705,0.05018,,,1.20526,1.21746
1.1189,1.16734,0.05018,,,1.20518,1.21721
1.11893,1.16732,0.05019,,,1.20529,1.21683
1.11896,1.16737,0.05019,,,1.20549,1.2174
1.11899,1.16738,0.0502,,,1.20558,1.2175
1.11902,1.16779,0.05021,,,1.20551,1.21753
1.11906,1.16773,0.05021,,,1.2051,1.21746
1.11909,1.1677,0.0502,,,1.20483,1.21742
1.11912,1.16778,0.0502,,,1.20474,1.21731
